"State","Abb","Year","Population","Aggravated.assault","Burglary","Larceny.theft","Legacy.rape","Motor.vehicle.theft","Murder","Rape","Robbery"
"Missouri","MO",1973,4757000,8471,58740,97640,1342,21187,427,NA,9201
"Missouri","MO",1974,4777000,9508,70283,116428,1285,20403,466,NA,10353
"Missouri","MO",1975,4763000,10159,72047,139303,1200,22227,505,NA,11657
"Missouri","MO",1976,4778000,9981,67044,133542,1296,18471,443,NA,9750
"Missouri","MO",1977,4801000,11208,63290,116386,1359,18165,462,NA,9076
"Missouri","MO",1978,4860000,11930,65375,113992,1360,17926,505,NA,8943
"Missouri","MO",1979,4868000,13214,70423,124398,1638,19988,543,NA,10267
"Missouri","MO",1980,4901288,14075,81798,136998,1600,20319,544,NA,10958
"Missouri","MO",1981,4938000,14065,78173,140567,1465,18835,516,NA,10629
"Missouri","MO",1982,4951000,13762,68881,134383,1283,16624,479,NA,9554
"Missouri","MO",1983,4970000,13639,60496,125140,1330,15782,403,NA,8346
"Missouri","MO",1984,5008000,14335,55863,119749,1325,16511,358,NA,7053
"Missouri","MO",1985,5029000,16019,55252,120650,1468,18345,409,NA,7425
"Missouri","MO",1986,5066000,18742,57556,126674,1480,22233,464,NA,8624
"Missouri","MO",1987,5103000,17520,56711,133964,1473,21755,423,NA,8376
"Missouri","MO",1988,5139000,17837,58605,139648,1505,22325,413,NA,8638
"Missouri","MO",1989,5159000,20578,58594,146269,1587,27011,409,NA,10060
"Missouri","MO",1990,5117073,23417,54536,143287,1663,27599,449,NA,11073
"Missouri","MO",1991,5158000,24107,64643,146533,1756,28806,543,NA,12952
"Missouri","MO",1992,5193000,24223,57127,143288,1895,25831,547,NA,11783
"Missouri","MO",1993,5234000,23825,53673,145392,1894,28666,590,NA,12654
"Missouri","MO",1994,5278000,24553,55577,158283,1955,27038,554,NA,12178
"Missouri","MO",1995,5324000,22296,49649,162430,1711,25199,469,NA,10863
"Missouri","MO",1996,5359000,20528,47919,168870,1566,23992,433,NA,9142
"Missouri","MO",1997,5402000,20811,46900,155472,1525,26517,426,NA,8430
"Missouri","MO",1998,5439000,20244,47455,160363,1463,24466,399,NA,8116
"Missouri","MO",1999,5468338,18406,42476,157550,1439,22984,359,NA,7149
"Missouri","MO",2000,5595211,18123,41685,159539,1351,24695,347,NA,7598
"Missouri","MO",2001,5637309,20946,42977,167420,1383,28014,372,NA,7771
"Missouri","MO",2002,5669544,21737,42721,159921,1465,27878,331,NA,7024
"Missouri","MO",2003,5719204,19692,41997,161616,1400,29951,289,NA,6686
"Missouri","MO",2004,5759532,19763,40472,158264,1479,25893,354,NA,6630
"Missouri","MO",2005,5797703,21254,42822,159288,1625,25699,402,NA,7196
"Missouri","MO",2006,5842713,22167,44734,153874,1764,25399,369,NA,7597
"Missouri","MO",2007,5878415,23082,44897,156319,1785,23897,367,NA,7728
"Missouri","MO",2008,5911605,20238,45763,150002,1612,20757,456,NA,7395
"Missouri","MO",2009,5987580,20083,43591,140764,1606,17428,387,NA,7437
"Missouri","MO",2010,5995715,19390,44197,140526,1445,16135,420,NA,6185
"Missouri","MO",2011,6008984,18778,44875,138879,1469,15331,366,NA,6275
"Missouri","MO",2012,6024522,19490,42510,140971,1527,16332,390,NA,5782
"Missouri","MO",2013,6044171,18055,38865,134416,1599,16325,371,2287,5484
"Missouri","MO",2014,6063589,18482,35258,124622,1706,16357,403,2379,5592
"Missouri","MO",2015,6083672,20830,34006,122637,1854,16999,502,2553,6376
"Missouri","MO",2016,6093000,21983,31710,120544,1884,18295,537,2554,6570
"Missouri","MO",2017,6113532,22740,30081,123251,NA,19921,600,2729,6351
"Montana","MT",1961,682000,219,2857,8947,48,1523,17,NA,173
"Montana","MT",1962,709000,182,2941,9143,52,1591,15,NA,141
"Montana","MT",1963,707000,195,3380,9722,59,1733,14,NA,146
"Montana","MT",1964,705000,382,3328,9519,53,1416,19,NA,110
"Montana","MT",1965,706000,335,3197,10072,55,1398,12,NA,112
"Montana","MT",1966,702000,299,3482,10917,63,1633,20,NA,125
"Montana","MT",1967,701000,349,3661,11463,72,1512,17,NA,150
"Montana","MT",1968,693000,411,3935,11696,50,1375,23,NA,126
"Montana","MT",1969,694000,426,3899,12587,77,1498,25,NA,154
"Montana","MT",1970,694409,524,4123,13582,73,1540,22,NA,155
"Montana","MT",1971,708000,637,4637,15362,100,1572,31,NA,203
"Montana","MT",1972,719000,744,5092,15099,78,1776,18,NA,239
"Montana","MT",1973,721000,784,5448,16163,118,1662,43,NA,262
"Montana","MT",1974,735000,811,6526,20216,90,2080,31,NA,262
"Montana","MT",1975,748000,962,6546,21055,107,2314,39,NA,310
"Montana","MT",1976,753000,950,6333,22083,102,2318,38,NA,268
"Montana","MT",1977,761000,1193,6125,21104,127,2353,41,NA,298
"Montana","MT",1978,785000,1414,6170,20293,124,2411,38,NA,289
"Montana","MT",1979,786000,1307,6314,24537,162,2447,33,NA,260
"Montana","MT",1980,781592,1279,7430,27587,164,2514,31,NA,266
"Montana","MT",1981,792000,1500,7651,27874,175,2221,27,NA,302
"Montana","MT",1982,801000,1386,6759,24079,119,2070,31,NA,265
"Montana","MT",1983,817000,1353,7420,26918,162,1870,30,NA,192
"Montana","MT",1984,824000,1526,7070,27080,170,2230,36,NA,226
"Montana","MT",1985,826000,1342,6835,26746,159,2274,48,NA,173
"Montana","MT",1986,819000,963,6491,27142,142,1760,24,NA,160
"Montana","MT",1987,809000,834,6521,27541,160,1924,33,NA,196
"Montana","MT",1988,804000,651,5657,25921,135,1740,21,NA,182
"Montana","MT",1989,806000,630,5575,23892,145,1818,23,NA,137
"Montana","MT",1990,799065,866,5666,27098,195,1938,39,NA,173
"Montana","MT",1991,808000,799,4231,22449,160,1667,21,NA,150
"Montana","MT",1992,824000,944,5306,29243,210,1923,24,NA,222
"Montana","MT",1993,839000,958,5992,30641,234,2066,25,NA,272
"Montana","MT",1994,856000,975,6178,32817,233,2450,28,NA,280
"Montana","MT",1995,870000,972,5060,32797,231,2389,35,NA,253
"Montana","MT",1996,879000,882,4908,30928,238,2248,34,NA,261
"Montana","MT",1997,879000,769,5002,30411,171,2179,42,NA,179
"Montana","MT",1998,880000,1312,4575,29940,235,2049,18,NA,232
"Montana","MT",1999,882779,1536,3876,23353,293,1874,22,NA,239
"Montana","MT",2000,902195,2276,3624,26678,308,1896,20,NA,203
"Montana","MT",2001,905382,2735,3670,24684,188,1821,34,NA,230
"Montana","MT",2002,910372,2661,3289,23679,237,1783,16,NA,283
"Montana","MT",2003,918157,2777,3722,22800,246,1906,30,NA,298
"Montana","MT",2004,926920,2187,3515,22082,273,1618,30,NA,233
"Montana","MT",2005,934737,2138,3642,23794,301,1971,18,NA,177
"Montana","MT",2006,944632,2950,3380,21659,348,1947,33,NA,233
"Montana","MT",2007,957861,3015,3476,22315,363,2046,27,NA,233
"Montana","MT",2008,967440,2411,3689,20834,358,1777,40,NA,204
"Montana","MT",2009,974989,2181,3686,19528,357,1612,32,NA,228
"Montana","MT",2010,990958,2222,3692,20166,332,1551,25,NA,154
"Montana","MT",2011,997667,2189,3347,19089,366,1449,29,NA,171
"Montana","MT",2012,1005494,2180,3920,20484,392,1698,29,NA,202
"Montana","MT",2013,1015165,1931,4064,20039,287,1850,22,410,204
"Montana","MT",2014,1023579,2532,3595,19674,430,2043,37,541,203
"Montana","MT",2015,1032949,2818,3838,20844,431,2418,36,547,210
"Montana","MT",2016,1042520,2960,3934,21299,414,2743,36,578,266
"Montana","MT",2017,1050493,3012,3615,21018,NA,2592,41,613,295
"Nebraska","NE",1961,1431000,271,3730,12372,47,1654,34,NA,234
"Nebraska","NE",1962,1484000,246,3894,12846,93,1796,23,NA,275
"Nebraska","NE",1963,1460000,233,4290,14181,102,1831,29,NA,227
"Nebraska","NE",1964,1480000,351,4832,15895,85,2202,34,NA,306
"Nebraska","NE",1965,1477000,416,5684,18115,76,2404,36,NA,324
"Nebraska","NE",1966,1456000,456,6117,18448,97,2531,26,NA,362
"Nebraska","NE",1967,1435000,912,7056,18651,117,2700,39,NA,556
"Nebraska","NE",1968,1437000,1254,7292,20862,103,4346,33,NA,713
"Nebraska","NE",1969,1449000,1417,6989,22106,98,4122,36,NA,751
"Nebraska","NE",1970,1483791,1699,7486,23332,138,4331,44,NA,850
"Nebraska","NE",1971,1512000,1560,8337,23846,212,3850,39,NA,544
"Nebraska","NE",1972,1525000,1579,8489,24968,212,3989,44,NA,803
"Nebraska","NE",1973,1542000,1574,9828,25994,254,4668,67,NA,964
"Nebraska","NE",1974,1543000,1947,11939,31685,291,4282,55,NA,1404
"Nebraska","NE",1975,1546000,2225,11752,36563,297,3572,66,NA,1398
"Nebraska","NE",1976,1553000,1927,10626,37795,318,3627,45,NA,979
"Nebraska","NE",1977,1561000,1760,11864,36154,282,3888,61,NA,1010
"Nebraska","NE",1978,1565000,1634,11687,35794,286,3393,47,NA,1015
"Nebraska","NE",1979,1574000,1996,12804,42195,338,4296,65,NA,1157
"Nebraska","NE",1980,1563921,1794,14316,45692,363,3810,69,NA,1286
"Nebraska","NE",1981,1576000,1374,14383,45324,323,3270,49,NA,1115
"Nebraska","NE",1982,1586000,2299,12867,43331,329,2821,31,NA,982
"Nebraska","NE",1983,1597000,2300,12408,42026,339,2578,42,NA,796
"Nebraska","NE",1984,1606000,2499,10339,39875,381,2312,54,NA,693
"Nebraska","NE",1985,1606000,2619,11730,41278,376,2506,47,NA,779
"Nebraska","NE",1986,1598000,2936,11956,42784,393,2678,50,NA,817
"Nebraska","NE",1987,1594000,2853,13516,45692,345,2645,55,NA,751
"Nebraska","NE",1988,1601000,3033,12251,46634,385,3023,58,NA,898
"Nebraska","NE",1989,1611000,3245,12010,46403,381,3000,40,NA,837
"Nebraska","NE",1990,1578385,3886,11424,47054,473,2812,43,NA,807
"Nebraska","NE",1991,1593000,3970,11574,49071,447,3386,52,NA,861
"Nebraska","NE",1992,1606000,4115,11477,49144,504,3225,68,NA,911
"Nebraska","NE",1993,1607000,4558,10662,46811,447,5252,63,NA,1003
"Nebraska","NE",1994,1623000,4548,10963,48547,500,6236,51,NA,1223
"Nebraska","NE",1995,1637000,4821,10344,52044,317,5752,48,NA,1067
"Nebraska","NE",1996,1652000,5635,10152,50315,447,5643,48,NA,1052
"Nebraska","NE",1997,1657000,5712,9813,48363,406,5541,50,NA,1097
"Nebraska","NE",1998,1663000,5749,10544,49420,417,5788,51,NA,1290
"Nebraska","NE",1999,1666028,5429,10158,45679,414,5440,60,NA,1264
"Nebraska","NE",2000,1711263,3960,10131,49118,436,5230,63,NA,1147
"Nebraska","NE",2001,1720039,3612,9760,52713,431,6490,43,NA,1128
"Nebraska","NE",2002,1727564,3557,10329,51440,464,6409,48,NA,1359
"Nebraska","NE",2003,1737475,3380,10133,48924,504,6132,56,NA,1165
"Nebraska","NE",2004,1747704,3595,9826,46399,620,5287,40,NA,1138
"Nebraska","NE",2005,1758163,3387,9408,45359,581,5581,44,NA,1040
"Nebraska","NE",2006,1768331,3433,9535,44710,577,5166,51,NA,1136
"Nebraska","NE",2007,1774571,3788,9035,41484,550,5246,71,NA,1115
"Nebraska","NE",2008,1783432,3603,8731,38394,601,4225,69,NA,1297
"Nebraska","NE",2009,1796619,3321,8726,37496,617,3509,41,NA,1220
"Nebraska","NE",2010,1830141,3345,8318,36896,674,3613,54,NA,1020
"Nebraska","NE",2011,1842234,2912,8725,38060,699,4109,68,NA,993
"Nebraska","NE",2012,1855350,2912,8745,38301,710,4157,52,NA,1128
"Nebraska","NE",2013,1868516,2999,8900,35655,616,4463,57,801,1040
"Nebraska","NE",2014,1881503,3316,7950,35074,620,4455,54,862,1043
"Nebraska","NE",2015,1896190,3283,6422,32072,652,4001,62,873,994
"Nebraska","NE",2016,1907116,3561,6444,31994,738,4725,49,994,946
"Nebraska","NE",2017,1920076,3671,6472,31988,NA,5203,43,1191,968
"Nevada","NV",1961,299000,187,2724,6136,24,1416,21,NA,317
"Nevada","NV",1962,335000,261,2971,7054,66,1687,27,NA,357
"Nevada","NV",1963,368000,229,4221,9441,60,2475,29,NA,437
"Nevada","NV",1964,408000,449,4416,9856,54,2109,32,NA,448
"Nevada","NV",1965,440000,419,3863,9779,68,1923,37,NA,429
"Nevada","NV",1966,454000,447,4229,9494,52,1749,48,NA,440
"Nevada","NV",1967,444000,465,4734,11159,64,2117,48,NA,523
"Nevada","NV",1968,453000,510,5808,11107,79,2037,25,NA,647
"Nevada","NV",1969,457000,726,6245,13069,94,2560,41,NA,781
"Nevada","NV",1970,488738,888,8116,14877,96,3229,43,NA,921
"Nevada","NV",1971,507000,826,7635,15094,135,3074,58,NA,868
"Nevada","NV",1972,527000,1012,9262,16335,179,2969,71,NA,1002
"Nevada","NV",1973,548000,1380,11781,18079,252,3349,67,NA,1436
"Nevada","NV",1974,573000,1974,14053,23413,259,3473,85,NA,1592
"Nevada","NV",1975,592000,1871,14487,26741,279,3019,77,NA,1791
"Nevada","NV",1976,610000,2058,14594,28776,288,3082,70,NA,1799
"Nevada","NV",1977,633000,2247,15528,26666,311,3540,100,NA,2045
"Nevada","NV",1978,660000,2322,17551,28018,356,3971,102,NA,2373
"Nevada","NV",1979,702000,2464,19799,31388,418,4945,123,NA,2861
"Nevada","NV",1980,800312,2920,23263,34864,538,5429,160,NA,3686
"Nevada","NV",1981,845000,3009,23046,36955,548,5026,148,NA,3870
"Nevada","NV",1982,881000,2737,21256,36279,542,4977,120,NA,3697
"Nevada","NV",1983,891000,2530,17922,31749,457,4200,114,NA,2737
"Nevada","NV",1984,911000,2533,18023,31508,553,4514,98,NA,2542
"Nevada","NV",1985,936000,3011,17312,33336,564,4646,96,NA,2573
"Nevada","NV",1986,963000,3414,15446,33601,625,4600,121,NA,2763
"Nevada","NV",1987,1007000,3555,16408,35157,622,5589,85,NA,2744
"Nevada","NV",1988,1060000,4295,16376,37401,782,6351,111,NA,3087
"Nevada","NV",1989,1111000,3410,15607,40686,662,6439,91,NA,2784
"Nevada","NV",1990,1201833,3494,16434,42097,748,7121,116,NA,2864
"Nevada","NV",1991,1284000,3681,18026,45781,848,8376,152,NA,4012
"Nevada","NV",1992,1327000,3872,17108,46714,833,9255,145,NA,4397
"Nevada","NV",1993,1389000,6443,17293,46137,846,10255,144,NA,4724
"Nevada","NV",1994,1457000,8292,19735,51893,1001,11065,170,NA,5134
"Nevada","NV",1995,1530000,8395,20235,54563,937,11405,163,NA,4966
"Nevada","NV",1996,1603000,6998,19558,52295,856,11194,220,NA,4931
"Nevada","NV",1997,1677000,7132,21975,53112,1005,13220,187,NA,5071
"Nevada","NV",1998,1747000,5710,19873,47367,911,13766,170,NA,4453
"Nevada","NV",1999,1809253,4994,17613,43167,943,13094,165,NA,4209
"Nevada","NV",2000,1998257,4942,17526,44125,860,13172,129,NA,4543
"Nevada","NV",2001,2097722,6364,17711,45073,883,14702,180,NA,4932
"Nevada","NV",2002,2167455,7629,18951,47459,928,17486,181,NA,5118
"Nevada","NV",2003,2242207,7520,21958,53321,871,20849,197,NA,5225
"Nevada","NV",2004,2332898,8348,23142,52438,954,22635,172,NA,4905
"Nevada","NV",2005,2412301,8730,23481,52012,1016,26931,206,NA,4702
"Nevada","NV",2006,2495529,10331,24902,50429,1092,27007,226,NA,7038
"Nevada","NV",2007,2565382,11138,24911,49844,1096,22363,193,NA,6938
"Nevada","NV",2008,2600167,11216,24254,49814,1106,15938,165,NA,6486
"Nevada","NV",2009,2643085,11431,22115,46463,1024,12398,156,NA,6028
"Nevada","NV",2010,2704283,11508,22286,42533,965,10185,158,NA,5298
"Nevada","NV",2011,2720028,10092,20342,40156,913,9577,139,NA,4308
"Nevada","NV",2012,2754354,10790,22120,45372,931,10018,124,NA,4918
"Nevada","NV",2013,2790136,10060,23047,46132,1090,9998,163,1418,5183
"Nevada","NV",2014,2839099,10564,21927,42426,995,10185,170,1357,5954
"Nevada","NV",2015,2890845,11965,22360,43426,1238,11351,178,1688,6287
"Nevada","NV",2016,2940058,11639,18850,44017,1292,13180,224,1733,6340
"Nevada","NV",2017,2998039,9662,20049,45461,NA,12812,274,1890,4841
"New Hampshire","NH",1961,621000,45,1573,2884,19,455,4,NA,21
"New Hampshire","NH",1962,632000,119,1781,3821,22,538,15,NA,22
"New Hampshire","NH",1963,627000,71,1751,3354,30,571,20,NA,43
"New Hampshire","NH",1964,654000,75,1827,3797,25,549,6,NA,43
"New Hampshire","NH",1965,669000,78,2117,4176,14,587,18,NA,46
"New Hampshire","NH",1966,681000,146,2382,4411,30,698,13,NA,70
"New Hampshire","NH",1967,686000,139,2350,4338,23,767,14,NA,42
"New Hampshire","NH",1968,702000,178,2605,5235,19,992,10,NA,72
"New Hampshire","NH",1969,717000,203,3322,6157,29,1027,18,NA,75
"New Hampshire","NH",1970,737681,265,4172,6850,44,1269,15,NA,89
"New Hampshire","NH",1971,762000,377,5082,8734,63,1402,17,NA,123
"New Hampshire","NH",1972,771000,321,4600,9299,54,962,13,NA,103
"New Hampshire","NH",1973,791000,452,5418,10863,75,1495,17,NA,105
"New Hampshire","NH",1974,808000,434,6629,15942,68,2093,28,NA,209
"New Hampshire","NH",1975,818000,485,6978,17470,71,2111,24,NA,236
"New Hampshire","NH",1976,822000,398,7706,19196,80,2074,27,NA,204
"New Hampshire","NH",1977,849000,645,8844,19900,91,2491,27,NA,197
"New Hampshire","NH",1978,871000,712,10101,21630,82,2662,12,NA,229
"New Hampshire","NH",1979,887000,814,10635,25856,152,2882,21,NA,254
"New Hampshire","NH",1980,919114,1085,12067,26443,159,2848,23,NA,386
"New Hampshire","NH",1981,935000,859,11090,25692,154,2252,27,NA,335
"New Hampshire","NH",1982,951000,690,8987,24115,154,2127,21,NA,322
"New Hampshire","NH",1983,959000,763,7882,21359,187,1746,19,NA,231
"New Hampshire","NH",1984,977000,869,7190,20314,202,1843,10,NA,227
"New Hampshire","NH",1985,998000,927,7608,21459,191,1982,21,NA,266
"New Hampshire","NH",1986,1027000,947,7754,22675,221,2338,23,NA,242
"New Hampshire","NH",1987,1057000,988,7344,24426,281,2288,32,NA,280
"New Hampshire","NH",1988,1097000,1090,7489,24964,276,2498,25,NA,231
"New Hampshire","NH",1989,1107000,1238,8157,27087,327,2701,36,NA,264
"New Hampshire","NH",1990,1109252,750,8158,28111,386,2707,21,NA,302
"New Hampshire","NH",1991,1105000,583,8126,26220,330,2434,40,NA,365
"New Hampshire","NH",1992,1111000,588,6909,23754,424,2165,18,NA,367
"New Hampshire","NH",1993,1125000,721,5795,23153,499,2183,23,NA,307
"New Hampshire","NH",1994,1137000,597,5275,22260,407,2302,16,NA,308
"New Hampshire","NH",1995,1148000,646,4806,22698,333,1666,21,NA,314
"New Hampshire","NH",1996,1162000,632,5063,24611,404,1762,20,NA,317
"New Hampshire","NH",1997,1173000,643,4612,23430,395,1593,16,NA,274
"New Hampshire","NH",1998,1185000,597,3852,22079,400,1474,18,NA,255
"New Hampshire","NH",1999,1201134,539,3698,21195,345,1354,18,NA,257
"New Hampshire","NH",2000,1235786,1170,4992,20761,522,2148,22,NA,453
"New Hampshire","NH",2001,1259359,1224,4889,20060,458,2140,17,NA,445
"New Hampshire","NH",2002,1274405,1185,4838,19468,446,1944,12,NA,413
"New Hampshire","NH",2003,1288705,1002,4589,19934,438,1933,17,NA,480
"New Hampshire","NH",2004,1299169,1219,4979,19723,466,1956,17,NA,500
"New Hampshire","NH",2005,1306819,971,4192,18493,406,1346,19,NA,365
"New Hampshire","NH",2006,1314895,1042,4395,20179,295,1486,13,NA,435
"New Hampshire","NH",2007,1315828,1076,5074,19909,357,1411,12,NA,451
"New Hampshire","NH",2008,1315809,1234,4266,22714,385,1407,14,NA,421
"New Hampshire","NH",2009,1324575,1261,4915,22748,399,1127,11,NA,454
"New Hampshire","NH",2010,1316807,1330,5444,22789,411,997,13,NA,450
"New Hampshire","NH",2011,1317807,1758,6244,25398,581,1114,16,NA,509
"New Hampshire","NH",2012,1321617,1869,5988,25024,486,1062,15,NA,471
"New Hampshire","NH",2013,1323459,1492,4936,23164,479,940,22,686,649
"New Hampshire","NH",2014,1326813,1459,4162,21022,458,857,12,594,537
"New Hampshire","NH",2015,1330608,1543,3467,18871,461,891,14,627,468
"New Hampshire","NH",2016,1334795,1611,2963,16360,423,871,17,582,427
"New Hampshire","NH",2017,1342795,1572,2574,15066,NA,915,14,663,419
"New Jersey","NJ",1961,6244000,3700,29329,47145,458,12901,153,NA,2371
"New Jersey","NJ",1962,6245000,4361,31868,54516,510,14641,187,NA,2816
"New Jersey","NJ",1963,6470000,4740,35993,61199,561,16826,181,NA,3367
"New Jersey","NJ",1964,6682000,5828,40143,68072,609,18923,207,NA,3812
"New Jersey","NJ",1965,6774000,5845,42113,66177,605,19924,219,NA,3753
"New Jersey","NJ",1966,6898000,5891,49176,77374,640,22904,240,NA,4397
"New Jersey","NJ",1967,7003000,6474,60321,88412,677,29783,276,NA,5777
"New Jersey","NJ",1968,7078000,6805,71621,105309,801,36700,358,NA,8747
"New Jersey","NJ",1969,7148000,6286,68123,108336,914,37242,369,NA,9657
"New Jersey","NJ",1970,7168164,7099,74649,121098,927,39957,412,NA,12145
"New Jersey","NJ",1971,7300000,8895,88720,131959,1058,42346,426,NA,16062
"New Jersey","NJ",1972,7367000,10375,87981,124153,1243,43183,481,NA,15478
"New Jersey","NJ",1973,7361000,11737,91609,137899,1383,42159,546,NA,15179
"New Jersey","NJ",1974,7330000,11751,104774,175349,1441,40073,497,NA,15879
"New Jersey","NJ",1975,7316000,12043,111288,195517,1385,39337,500,NA,16287
"New Jersey","NJ",1976,7336000,12571,110346,219267,1461,37462,380,NA,14695
"New Jersey","NJ",1977,7329000,13564,105229,203345,1537,37489,408,NA,13223
"New Jersey","NJ",1978,7327000,14790,106700,202726,1727,41075,398,NA,14112
"New Jersey","NJ",1979,7332000,15894,117421,221552,2037,51045,484,NA,18332
"New Jersey","NJ",1980,7342164,19313,137900,234160,2257,53563,504,NA,22299
"New Jersey","NJ",1981,7401000,18997,128274,231846,2374,50573,542,NA,24761
"New Jersey","NJ",1982,7438000,19664,106418,223978,2149,46620,482,NA,22880
"New Jersey","NJ",1983,7468000,18553,92391,206778,2266,45127,399,NA,20086
"New Jersey","NJ",1984,7515000,18593,79871,202181,2446,43179,402,NA,18218
"New Jersey","NJ",1985,7562000,19059,79923,213907,2424,50237,407,NA,19282
"New Jersey","NJ",1986,7620000,20220,81595,215073,2531,59096,399,NA,20473
"New Jersey","NJ",1987,7672000,20735,77392,219906,2559,64857,351,NA,17862
"New Jersey","NJ",1988,7720000,23055,75675,219086,2600,69046,411,NA,18927
"New Jersey","NJ",1989,7736000,23129,75548,213878,2449,71106,394,NA,21139
"New Jersey","NJ",1990,7730188,24049,78628,219767,2307,72628,432,NA,23269
"New Jersey","NJ",1991,7760000,23848,78821,221544,2259,71847,406,NA,22744
"New Jersey","NJ",1992,7789000,23740,75508,206686,2392,63524,397,NA,22216
"New Jersey","NJ",1993,7879000,23438,76738,195876,2215,56253,418,NA,23319
"New Jersey","NJ",1994,7904000,23414,72074,195618,1972,52164,396,NA,22762
"New Jersey","NJ",1995,7945000,22830,69533,206339,1927,50184,409,NA,22486
"New Jersey","NJ",1996,7988000,21307,63259,193961,1976,46437,338,NA,18838
"New Jersey","NJ",1997,8053000,20650,60894,184979,1729,41165,337,NA,16957
"New Jersey","NJ",1998,8115000,18663,54459,171166,1623,35185,325,NA,15109
"New Jersey","NJ",1999,8143412,17601,46998,160978,1409,35357,287,NA,14243
"New Jersey","NJ",2000,8414350,17099,43924,155562,1357,34151,289,NA,13553
"New Jersey","NJ",2001,8511116,17370,46812,156031,1278,37708,336,NA,14110
"New Jersey","NJ",2002,8575252,16593,43899,148061,1365,35755,339,NA,13955
"New Jersey","NJ",2003,8642412,16452,43457,142287,1288,34606,406,NA,13342
"New Jersey","NJ",2004,8685166,16144,41030,139977,1331,30306,392,NA,13076
"New Jersey","NJ",2005,8703150,16079,38980,136728,1208,27683,417,NA,13215
"New Jersey","NJ",2006,8724560,15562,39384,134687,1201,24749,427,NA,13360
"New Jersey","NJ",2007,8685920,14564,37234,133145,1032,21959,381,NA,12567
"New Jersey","NJ",2008,8682661,14152,40402,138545,1122,20180,376,NA,12701
"New Jersey","NJ",2009,8707739,14114,36945,128303,1041,15504,319,NA,11639
"New Jersey","NJ",2010,8799593,13885,38732,128754,981,15556,371,NA,11818
"New Jersey","NJ",2011,8834773,13608,43238,129066,1006,17415,380,NA,12209
"New Jersey","NJ",2012,8867749,12919,42338,122662,1035,16481,388,NA,11385
"New Jersey","NJ",2013,8899339,12071,35873,117936,861,13747,401,1120,12082
"New Jersey","NJ",2014,8938175,11225,31710,111578,953,11705,349,1274,10498
"New Jersey","NJ",2015,8958013,11414,27960,105963,1019,11778,363,1373,9729
"New Jersey","NJ",2016,8944469,11105,25284,101540,1089,11328,372,1453,8984
"New Jersey","NJ",2017,9005644,10880,23891,104025,NA,12170,324,1505,7895
"New Mexico","NM",1961,983000,703,4357,13744,127,2172,67,NA,381
"New Mexico","NM",1962,1020000,728,5256,14109,127,2289,64,NA,419
"New Mexico","NM",1963,1018000,810,6080,14841,124,2362,57,NA,385
"New Mexico","NM",1964,1008000,957,6782,16108,124,2413,56,NA,476
"New Mexico","NM",1965,1029000,1391,7563,17491,142,2325,65,NA,449
"New Mexico","NM",1966,1022000,1561,9380,18971,138,2782,64,NA,458
"New Mexico","NM",1967,1003000,1648,8539,19378,155,2560,66,NA,456
"New Mexico","NM",1968,1015000,1751,9848,22792,214,3357,65,NA,513
"New Mexico","NM",1969,994000,1922,12234,25622,249,4117,63,NA,647
"New Mexico","NM",1970,1016000,2081,12156,25729,227,4092,98,NA,687
"New Mexico","NM",1971,1030000,2538,14596,29274,270,4725,124,NA,1062
"New Mexico","NM",1972,1065000,2822,15650,28409,359,4043,122,NA,1295
"New Mexico","NM",1973,1106000,3299,16601,28914,366,3815,130,NA,1424
"New Mexico","NM",1974,1122000,3137,17762,32240,391,3434,127,NA,1398
"New Mexico","NM",1975,1147000,4058,19828,37378,470,3638,153,NA,1453
"New Mexico","NM",1976,1168000,4426,19617,42650,479,3849,113,NA,1457
"New Mexico","NM",1977,1190000,4087,16882,35802,465,3088,105,NA,1304
"New Mexico","NM",1978,1212000,4409,16188,36393,517,3803,124,NA,1352
"New Mexico","NM",1979,1241000,5034,18385,41745,582,4433,154,NA,1502
"New Mexico","NM",1980,1295474,5579,19335,45613,561,4542,170,NA,1657
"New Mexico","NM",1981,1327000,6266,21405,47252,628,4712,151,NA,1868
"New Mexico","NM",1982,1359000,7453,22135,53402,656,4279,158,NA,1715
"New Mexico","NM",1983,1399000,7218,21813,53077,671,4285,124,NA,1595
"New Mexico","NM",1984,1424000,7029,23349,51195,783,4564,130,NA,1856
"New Mexico","NM",1985,1450000,7324,25432,53398,722,5013,158,NA,2003
"New Mexico","NM",1986,1479000,7952,27283,54906,693,5077,170,NA,1916
"New Mexico","NM",1987,1500000,7004,26815,56777,646,5183,152,NA,1625
"New Mexico","NM",1988,1510000,7628,27737,56192,580,5888,173,NA,1557
"New Mexico","NM",1989,1528000,8314,26146,58201,702,5346,132,NA,1607
"New Mexico","NM",1990,1515069,9185,26343,58004,753,5101,139,NA,1744
"New Mexico","NM",1991,1548000,10086,26672,58441,811,5361,163,NA,1862
"New Mexico","NM",1992,1581000,11448,23896,57072,990,5974,141,NA,2202
"New Mexico","NM",1993,1616000,11815,22966,56723,842,6547,130,NA,2237
"New Mexico","NM",1994,1654000,11336,21945,57343,866,8350,177,NA,2329
"New Mexico","NM",1995,1685000,10098,24383,61478,954,8647,148,NA,2604
"New Mexico","NM",1996,1713000,10332,23586,65139,1088,9973,197,NA,2782
"New Mexico","NM",1997,1730000,10790,25126,67188,872,12407,134,NA,2966
